UNIQUE_KEY,PRODUCT_TITLE,PRODUCT_DESCRIPTION,STYLE#,AVAILABLE_SIZES,BRAND_LOGO_IMAGE,THUMBNAIL_IMAGE,COLOR_SWATCH_IMAGE,PRODUCT_IMAGE,SPEC_SHEET,FRONT_FLAT,BACK_FLAT,FRONT_MODEL,BACK_MODEL,SIDE_MODEL,THREE_Q_MODEL,PRICE_TEXT,COLOR_NAME,COLOR_SQUARE_IMAGE,COLOR_PRODUCT_IMAGE,COLOR_PRODUCT_IMAGE_THUMBNAIL,SIZE,PIECE_WEIGHT,PIECE_PRICE,DOZEN_PRICE,CASE_PRICE,PIECE_SALE_PRICE,DOZEN_SALE_PRICE,CASE_SALE_PRICE,SALE_START_DATE,SALE_END_DATE,CASE_SIZE,INVENTORY_KEY,SIZE_INDEX,CATALOG_COLOR,PRICE_CODE,PRODUCT_STATUS,TITLE_IMAGE,BRAND_NAME,KEYWORDS,CATEGORY
"2417651","American Apparel Unisex Heavyweight T-Shirt 1301","6-ounce  100% US cotton  18 singles     99/1 cotton/poly (Ash Grey)     90/10 cotton/poly (Heather Grey)     50/50 cotton/poly (Heather Charcoal)     Shoulder-to-shoulder taping     Relaxed fit seamless body     Tear Away label; transitioning to recycled material","1301","Unisex Sizes: S-4XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/1301TN.jpg","https://cdnm.sanmar.com/catalog/images/1301sw.jpg","https://cdnm.sanmar.com/catalog/images/1301.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/1301_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_forest_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_forest_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_forest_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_forest_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_forest_model_side.jpg","","size","Forest","https://cdnm.sanmar.com/swatch/gifs/AmericanApparel_1301W_forest_swatch.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/1301_forest_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/1301_forest_model_front.jpg","S","0.36","4.25","4.25","3.25","3.2","3.2","3.2","2025-03-10","2025-03-15","72","241765","1","Forest","A/P","Active","","American Apparel","Classic T-shirt  US cotton  Heavyweight  Heavyweight T-shirt  Fashion tee","T-Shirts ",
"2417661","American Apparel Unisex Heavyweight T-Shirt 1301","6-ounce  100% US cotton  18 singles     99/1 cotton/poly (Ash Grey)     90/10 cotton/poly (Heather Grey)     50/50 cotton/poly (Heather Charcoal)     Shoulder-to-shoulder taping     Relaxed fit seamless body     Tear Away label; transitioning to recycled material","1301","Unisex Sizes: S-4XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/1301TN.jpg","https://cdnm.sanmar.com/catalog/images/1301sw.jpg","https://cdnm.sanmar.com/catalog/images/1301.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/1301_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_heathercharcoal_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_heathercharcoal_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_heathercharcoal_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_heathercharcoal_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_heathercharcoal_model_side.jpg","","size","Heather Charcoal","https://cdnm.sanmar.com/swatch/gifs/AmericanApparel_1301W_heathercharcoal_swatch.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/1301_heathercharcoal_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/1301_heathercharcoal_model_front.jpg","S","0.36","4.25","4.25","3.25","3.2","3.2","3.2","2025-03-10","2025-03-15","72","241766","1","HtCharcoal","A/P","Active","","American Apparel","Classic T-shirt  US cotton  Heavyweight  Heavyweight T-shirt  Fashion tee","T-Shirts ",
"2417671","American Apparel Unisex Heavyweight T-Shirt 1301","6-ounce  100% US cotton  18 singles     99/1 cotton/poly (Ash Grey)     90/10 cotton/poly (Heather Grey)     50/50 cotton/poly (Heather Charcoal)     Shoulder-to-shoulder taping     Relaxed fit seamless body     Tear Away label; transitioning to recycled material","1301","Unisex Sizes: S-4XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/1301TN.jpg","https://cdnm.sanmar.com/catalog/images/1301sw.jpg","https://cdnm.sanmar.com/catalog/images/1301.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/1301_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_heathergrey_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_heathergrey_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_heathergrey_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_heathergrey_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_heathergrey_model_side.jpg","","size","Heather Grey","https://cdnm.sanmar.com/swatch/gifs/AmericanApparel_1301W_heathergrey_swatch.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/1301_heathergrey_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/1301_heathergrey_model_front.jpg","S","0.36","4.25","4.25","3.25","3.2","3.2","3.2","2025-03-10","2025-03-15","72","241767","1","HthrGrey","A/P","Active","","American Apparel","Classic T-shirt  US cotton  Heavyweight  Heavyweight T-shirt  Fashion tee","T-Shirts ",
"2417681","American Apparel Unisex Heavyweight T-Shirt 1301","6-ounce  100% US cotton  18 singles     99/1 cotton/poly (Ash Grey)     90/10 cotton/poly (Heather Grey)     50/50 cotton/poly (Heather Charcoal)     Shoulder-to-shoulder taping     Relaxed fit seamless body     Tear Away label; transitioning to recycled material","1301","Unisex Sizes: S-4XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/1301TN.jpg","https://cdnm.sanmar.com/catalog/images/1301sw.jpg","https://cdnm.sanmar.com/catalog/images/1301.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/1301_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_militarygreen_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_militarygreen_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_militarygreen_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_militarygreen_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_militarygreen_model_side.jpg","","size","Military Green","https://cdnm.sanmar.com/swatch/gifs/AmericanApparel_1301W_militarygreen_swatch.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/1301_militarygreen_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/1301_militarygreen_model_front.jpg","S","0.36","4.25","4.25","3.25","3.2","3.2","3.2","2025-03-10","2025-03-15","72","241768","1","MilGreen","A/P","Active","","American Apparel","Classic T-shirt  US cotton  Heavyweight  Heavyweight T-shirt  Fashion tee","T-Shirts ",
"2417691","American Apparel Unisex Heavyweight T-Shirt 1301","6-ounce  100% US cotton  18 singles     99/1 cotton/poly (Ash Grey)     90/10 cotton/poly (Heather Grey)     50/50 cotton/poly (Heather Charcoal)     Shoulder-to-shoulder taping     Relaxed fit seamless body     Tear Away label; transitioning to recycled material","1301","Unisex Sizes: S-4XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/1301TN.jpg","https://cdnm.sanmar.com/catalog/images/1301sw.jpg","https://cdnm.sanmar.com/catalog/images/1301.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/1301_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_red_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_red_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_red_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_red_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_red_model_side.jpg","","size","Red","https://cdnm.sanmar.com/swatch/gifs/AmericanApparel_1301W_red_swatch.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/1301_red_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/1301_red_model_front.jpg","S","0.36","4.25","4.25","3.25","3.2","3.2","3.2","2025-03-10","2025-03-15","72","241769","1","Red","A/P","Active","","American Apparel","Classic T-shirt  US cotton  Heavyweight  Heavyweight T-shirt  Fashion tee","T-Shirts ",
"2417701","American Apparel Unisex Heavyweight T-Shirt 1301","6-ounce  100% US cotton  18 singles     99/1 cotton/poly (Ash Grey)     90/10 cotton/poly (Heather Grey)     50/50 cotton/poly (Heather Charcoal)     Shoulder-to-shoulder taping     Relaxed fit seamless body     Tear Away label; transitioning to recycled material","1301","Unisex Sizes: S-4XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/1301TN.jpg","https://cdnm.sanmar.com/catalog/images/1301sw.jpg","https://cdnm.sanmar.com/catalog/images/1301.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/1301_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_royalblue_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_royalblue_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_royalblue_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_royalblue_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_royalblue_model_side.jpg","","size","Royal Blue","https://cdnm.sanmar.com/swatch/gifs/AmericanApparel_1301W_royalblue_swatch.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/1301_royalblue_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/1301_royalblue_model_front.jpg","S","0.36","4.25","4.25","3.25","3.2","3.2","3.2","2025-03-10","2025-03-15","72","241770","1","RoyalBlue","A/P","Active","","American Apparel","Classic T-shirt  US cotton  Heavyweight  Heavyweight T-shirt  Fashion tee","T-Shirts ",
"2417711","American Apparel Unisex Heavyweight T-Shirt 1301","6-ounce  100% US cotton  18 singles     99/1 cotton/poly (Ash Grey)     90/10 cotton/poly (Heather Grey)     50/50 cotton/poly (Heather Charcoal)     Shoulder-to-shoulder taping     Relaxed fit seamless body     Tear Away label; transitioning to recycled material","1301","Unisex Sizes: S-4XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/1301TN.jpg","https://cdnm.sanmar.com/catalog/images/1301sw.jpg","https://cdnm.sanmar.com/catalog/images/1301.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/1301_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_sand_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_sand_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_sand_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_sand_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_sand_model_side.jpg","","size","Sand","https://cdnm.sanmar.com/swatch/gifs/AmericanApparel_1301W_sand_swatch.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/1301_sand_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/1301_sand_model_front.jpg","S","0.36","4.25","4.25","3.25","3.2","3.2","3.2","2025-03-10","2025-03-15","72","241771","1","Sand","A/P","Active","","American Apparel","Classic T-shirt  US cotton  Heavyweight  Heavyweight T-shirt  Fashion tee","T-Shirts ",
"2417721","American Apparel Unisex Heavyweight T-Shirt 1301","6-ounce  100% US cotton  18 singles     99/1 cotton/poly (Ash Grey)     90/10 cotton/poly (Heather Grey)     50/50 cotton/poly (Heather Charcoal)     Shoulder-to-shoulder taping     Relaxed fit seamless body     Tear Away label; transitioning to recycled material","1301","Unisex Sizes: S-4XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/1301TN.jpg","https://cdnm.sanmar.com/catalog/images/1301sw.jpg","https://cdnm.sanmar.com/catalog/images/1301.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/1301_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_truenavy_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_truenavy_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_truenavy_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_truenavy_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_truenavy_model_side.jpg","","size","True Navy","https://cdnm.sanmar.com/swatch/gifs/AmericanApparel_1301W_navy_swatch.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/1301_truenavy_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/1301_truenavy_model_front.jpg","S","0.36","4.25","4.25","3.25","3.2","3.2","3.2","2025-03-10","2025-03-15","72","241772","1","TrueNavy","A/P","Active","","American Apparel","Classic T-shirt  US cotton  Heavyweight  Heavyweight T-shirt  Fashion tee","T-Shirts ",
"2417731","American Apparel Unisex Heavyweight T-Shirt 1301","6-ounce  100% US cotton  18 singles     99/1 cotton/poly (Ash Grey)     90/10 cotton/poly (Heather Grey)     50/50 cotton/poly (Heather Charcoal)     Shoulder-to-shoulder taping     Relaxed fit seamless body     Tear Away label; transitioning to recycled material","1301","Unisex Sizes: S-4XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/1301TN.jpg","https://cdnm.sanmar.com/catalog/images/1301sw.jpg","https://cdnm.sanmar.com/catalog/images/1301.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/1301_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_white_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_white_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_white_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_white_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_white_model_side.jpg","","size","White","https://cdnm.sanmar.com/swatch/gifs/AmericanApparel_1301W_white_swatch.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/1301_white_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/1301_white_model_front.jpg","S","0.36","4.0","4.0","3.0","2.95","2.95","2.95","2025-03-10","2025-03-15","72","241773","1","White","A/P","Active","","American Apparel","Classic T-shirt  US cotton  Heavyweight  Heavyweight T-shirt  Fashion tee","T-Shirts ",
"2417741","American Apparel Unisex Heavyweight T-Shirt 1301","6-ounce  100% US cotton  18 singles     99/1 cotton/poly (Ash Grey)     90/10 cotton/poly (Heather Grey)     50/50 cotton/poly (Heather Charcoal)     Shoulder-to-shoulder taping     Relaxed fit seamless body     Tear Away label; transitioning to recycled material","1301","Unisex Sizes: S-4XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/1301TN.jpg","https://cdnm.sanmar.com/catalog/images/1301sw.jpg","https://cdnm.sanmar.com/catalog/images/1301.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/1301_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f6/1301_ashgrey_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f6/1301_ashgrey_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f6/1301_ashgrey_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f6/1301_ashgrey_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f6/1301_ashgrey_model_side.jpg","","size","Ash Grey","https://cdnm.sanmar.com/swatch/gifs/AmericanApparel_1301W_ashgrey_swatch.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f6/1301_ashgrey_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f6/1301_ashgrey_model_front.jpg","M","0.43","4.25","4.25","3.25","3.2","3.2","3.2","2025-03-10","2025-03-15","72","241774","1","AshGrey","A/P","Active","","American Apparel","Classic T-shirt  US cotton  Heavyweight  Heavyweight T-shirt  Fashion tee","T-Shirts ",
"2417751","American Apparel Unisex Heavyweight T-Shirt 1301","6-ounce  100% US cotton  18 singles     99/1 cotton/poly (Ash Grey)     90/10 cotton/poly (Heather Grey)     50/50 cotton/poly (Heather Charcoal)     Shoulder-to-shoulder taping     Relaxed fit seamless body     Tear Away label; transitioning to recycled material","1301","Unisex Sizes: S-4XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/1301TN.jpg","https://cdnm.sanmar.com/catalog/images/1301sw.jpg","https://cdnm.sanmar.com/catalog/images/1301.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/1301_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_black_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_black_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_black_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_black_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_black_model_side.jpg","","size","Black","https://cdnm.sanmar.com/swatch/gifs/AmericanApparel_1301W_black_swatch.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/1301_black_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/1301_black_model_front.jpg","M","0.43","4.25","4.25","3.25","3.2","3.2","3.2","2025-03-10","2025-03-15","72","241775","1","Black","A/P","Active","","American Apparel","Classic T-shirt  US cotton  Heavyweight  Heavyweight T-shirt  Fashion tee","T-Shirts ",
"2417761","American Apparel Unisex Heavyweight T-Shirt 1301","6-ounce  100% US cotton  18 singles     99/1 cotton/poly (Ash Grey)     90/10 cotton/poly (Heather Grey)     50/50 cotton/poly (Heather Charcoal)     Shoulder-to-shoulder taping     Relaxed fit seamless body     Tear Away label; transitioning to recycled material","1301","Unisex Sizes: S-4XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/1301TN.jpg","https://cdnm.sanmar.com/catalog/images/1301sw.jpg","https://cdnm.sanmar.com/catalog/images/1301.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/1301_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_cardinal_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_cardinal_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_cardinal_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_cardinal_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_cardinal_model_side.jpg","","size","Cardinal","https://cdnm.sanmar.com/swatch/gifs/AmericanApparel_1301W_cardinal_swatch.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/1301_cardinal_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/1301_cardinal_model_front.jpg","M","0.43","4.25","4.25","3.25","3.2","3.2","3.2","2025-03-10","2025-03-15","72","241776","1","Cardinal","A/P","Active","","American Apparel","Classic T-shirt  US cotton  Heavyweight  Heavyweight T-shirt  Fashion tee","T-Shirts ",
"2417771","American Apparel Unisex Heavyweight T-Shirt 1301","6-ounce  100% US cotton  18 singles     99/1 cotton/poly (Ash Grey)     90/10 cotton/poly (Heather Grey)     50/50 cotton/poly (Heather Charcoal)     Shoulder-to-shoulder taping     Relaxed fit seamless body     Tear Away label; transitioning to recycled material","1301","Unisex Sizes: S-4XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/1301TN.jpg","https://cdnm.sanmar.com/catalog/images/1301sw.jpg","https://cdnm.sanmar.com/catalog/images/1301.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/1301_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_charcoal_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_charcoal_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_charcoal_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_charcoal_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_charcoal_model_side.jpg","","size","Charcoal","https://cdnm.sanmar.com/swatch/gifs/AmericanApparel_1301W_charcoal_swatch.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/1301_charcoal_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/1301_charcoal_model_front.jpg","M","0.43","4.25","4.25","3.25","3.2","3.2","3.2","2025-03-10","2025-03-15","72","241777","1","Charcoal","A/P","Active","","American Apparel","Classic T-shirt  US cotton  Heavyweight  Heavyweight T-shirt  Fashion tee","T-Shirts ",
"2417781","American Apparel Unisex Heavyweight T-Shirt 1301","6-ounce  100% US cotton  18 singles     99/1 cotton/poly (Ash Grey)     90/10 cotton/poly (Heather Grey)     50/50 cotton/poly (Heather Charcoal)     Shoulder-to-shoulder taping     Relaxed fit seamless body     Tear Away label; transitioning to recycled material","1301","Unisex Sizes: S-4XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/1301TN.jpg","https://cdnm.sanmar.com/catalog/images/1301sw.jpg","https://cdnm.sanmar.com/catalog/images/1301.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/1301_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_cream_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_cream_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_cream_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_cream_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_cream_model_side.jpg","","size","Cream","https://cdnm.sanmar.com/swatch/gifs/AmericanApparel_1301W_cream_swatch.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/1301_cream_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/1301_cream_model_front.jpg","M","0.43","4.25","4.25","3.25","3.2","3.2","3.2","2025-03-10","2025-03-15","72","241778","1","Cream","A/P","Active","","American Apparel","Classic T-shirt  US cotton  Heavyweight  Heavyweight T-shirt  Fashion tee","T-Shirts ",
"2417791","American Apparel Unisex Heavyweight T-Shirt 1301","6-ounce  100% US cotton  18 singles     99/1 cotton/poly (Ash Grey)     90/10 cotton/poly (Heather Grey)     50/50 cotton/poly (Heather Charcoal)     Shoulder-to-shoulder taping     Relaxed fit seamless body     Tear Away label; transitioning to recycled material","1301","Unisex Sizes: S-4XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/1301TN.jpg","https://cdnm.sanmar.com/catalog/images/1301sw.jpg","https://cdnm.sanmar.com/catalog/images/1301.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/1301_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_forest_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_forest_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_forest_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_forest_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_forest_model_side.jpg","","size","Forest","https://cdnm.sanmar.com/swatch/gifs/AmericanApparel_1301W_forest_swatch.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/1301_forest_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/1301_forest_model_front.jpg","M","0.43","4.25","4.25","3.25","3.2","3.2","3.2","2025-03-10","2025-03-15","72","241779","1","Forest","A/P","Active","","American Apparel","Classic T-shirt  US cotton  Heavyweight  Heavyweight T-shirt  Fashion tee","T-Shirts ",
"2417801","American Apparel Unisex Heavyweight T-Shirt 1301","6-ounce  100% US cotton  18 singles     99/1 cotton/poly (Ash Grey)     90/10 cotton/poly (Heather Grey)     50/50 cotton/poly (Heather Charcoal)     Shoulder-to-shoulder taping     Relaxed fit seamless body     Tear Away label; transitioning to recycled material","1301","Unisex Sizes: S-4XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/1301TN.jpg","https://cdnm.sanmar.com/catalog/images/1301sw.jpg","https://cdnm.sanmar.com/catalog/images/1301.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/1301_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_heathercharcoal_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_heathercharcoal_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_heathercharcoal_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_heathercharcoal_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/1301_heathercharcoal_model_side.jpg","","size","Heather Charcoal","https://cdnm.sanmar.com/swatch/gifs/AmericanApparel_1301W_heathercharcoal_swatch.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/1301_heathercharcoal_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/1301_heathercharcoal_model_front.jpg","M","0.43","4.25","4.25","3.25","3.2","3.2","3.2","2025-03-10","2025-03-15","72","241780","1","HtCharcoal","A/P","Active","","American Apparel","Classic T-shirt  US cotton  Heavyweight  Heavyweight T-shirt  Fashion tee","T-Shirts ",
