UNIQUE_KEY,PRODUCT_TITLE,PRODUCT_DESCRIPTION,STYLE#,AVAILABLE_SIZES,BRAND_LOGO_IMAGE,THUMBNAIL_IMAGE,COLOR_SWATCH_IMAGE,PRODUCT_IMAGE,SPEC_SHEET,FRONT_FLAT,BACK_FLAT,FRONT_MODEL,BACK_MODEL,SIDE_MODEL,THREE_Q_MODEL,PRICE_TEXT,COLOR_NAME,COLOR_SQUARE_IMAGE,COLOR_PRODUCT_IMAGE,COLOR_PRODUCT_IMAGE_THUMBNAIL,SIZE,PIECE_WEIGHT,PIECE_PRICE,DOZEN_PRICE,CASE_PRICE,PIECE_SALE_PRICE,DOZEN_SALE_PRICE,CASE_SALE_PRICE,SALE_START_DATE,SALE_END_DATE,CASE_SIZE,INVENTORY_KEY,SIZE_INDEX,CATALOG_COLOR,PRICE_CODE,PRODUCT_STATUS,TITLE_IMAGE,BRAND_NAME,KEYWORDS,CATEGORY
"2421711","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_forest_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_forest_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_forest_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_forest_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_forest_model_side.jpg","","size","Forest","https://cdnm.sanmar.com/swatch/gifs/AmAp_Forest.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_forest_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_forest_model_front.jpg","3XL","0.53","7.57","7.57","6.57","5.99","5.99","5.99","2025-03-10","2025-03-15","36","242171","1","ForestGrn","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2421721","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_grass_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_grass_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_grass_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_grass_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_grass_model_side.jpg","","size","Grass","https://cdnm.sanmar.com/swatch/gifs/AmAp_Grass.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_grass_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_grass_model_front.jpg","3XL","0.53","6.05","6.05","6.05","3.56","3.56","3.56","2023-08-29","2050-12-30","36","242172","1","Grass","A/P","Discontinued","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2421731","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_heathergrey_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_heathergrey_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_heathergrey_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_heathergrey_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_heathergrey_model_side.jpg","","size","Heather Grey","https://cdnm.sanmar.com/swatch/gifs/AmAp_HeatherGrey.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_heathergrey_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_heathergrey_model_front.jpg","3XL","0.53","7.57","7.57","6.57","5.99","5.99","5.99","2025-03-10","2025-03-15","36","242173","1","HthrGrey","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2421741","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_kellygreen_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_kellygreen_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_kellygreen_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_kellygreen_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_kellygreen_model_side.jpg","","size","Kelly Green","https://cdnm.sanmar.com/swatch/gifs/AmAp_KellyGreen.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_kellygreen_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_kellygreen_model_front.jpg","3XL","0.53","6.05","6.05","6.05","3.56","3.56","3.56","2023-08-29","2050-12-30","36","242174","1","KellyGreen","A/P","Discontinued","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2421751","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_lapis_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_lapis_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_lapis_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_lapis_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_lapis_model_side.jpg","","size","Lapis","https://cdnm.sanmar.com/swatch/gifs/AmAp_Lapis.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_lapis_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_lapis_model_front.jpg","3XL","0.53","7.57","7.57","6.57","5.99","5.99","5.99","2025-03-10","2025-03-15","36","242175","1","Lapis","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2421781","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_navy_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_navy_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_navy_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_navy_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_navy_model_side.jpg","","size","Navy","https://cdnm.sanmar.com/swatch/gifs/AmAp_Navy.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_navy_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_navy_model_front.jpg","3XL","0.53","7.57","7.57","6.57","5.99","5.99","5.99","2025-03-10","2025-03-15","36","242178","1","Navy","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2421791","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_newsilver_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_newsilver_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_newsilver_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_newsilver_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_newsilver_model_side.jpg","","size","New Silver","https://cdnm.sanmar.com/swatch/gifs/AmAp_NewSilver.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_newsilver_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_newsilver_model_front.jpg","3XL","0.53","7.57","7.57","6.57","5.99","5.99","5.99","2025-03-10","2025-03-15","36","242179","1","NewSilver","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2421801","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_orange_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_orange_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_orange_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_orange_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_orange_model_side.jpg","","size","Orange","https://cdnm.sanmar.com/swatch/gifs/AmAp_Orange.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_orange_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_orange_model_front.jpg","3XL","0.53","6.05","6.05","6.05","3.56","3.56","3.56","2023-08-29","2050-12-30","36","242180","1","Orange","A/P","Discontinued","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2421821","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_red_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_red_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_red_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_red_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_red_model_side.jpg","","size","Red","https://cdnm.sanmar.com/swatch/gifs/AmAp_Red.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_red_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_red_model_front.jpg","3XL","0.53","7.57","7.57","6.57","5.99","5.99","5.99","2025-03-10","2025-03-15","36","242182","1","Red","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2421831","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_royalblue_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_royalblue_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_royalblue_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_royalblue_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_royalblue_model_side.jpg","","size","Royal Blue","https://cdnm.sanmar.com/swatch/gifs/AmAp_RoyalBlue.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_royalblue_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_royalblue_model_front.jpg","3XL","0.53","7.57","7.57","6.57","5.99","5.99","5.99","2025-03-10","2025-03-15","36","242183","1","RoyalBlue","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2421841","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_slate_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_slate_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_slate_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_slate_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_slate_model_side.jpg","","size","Slate","https://cdnm.sanmar.com/swatch/gifs/AmAp_Slate.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_slate_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_slate_model_front.jpg","3XL","0.53","6.05","6.05","6.05","3.56","3.56","3.56","2023-08-29","2050-12-30","36","242184","1","Slate","A/P","Discontinued","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2421851","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_teal_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_teal_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_teal_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_teal_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_teal_model_side.jpg","","size","Teal","https://cdnm.sanmar.com/swatch/gifs/AmAp_Teal.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_teal_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_teal_model_front.jpg","3XL","0.53","7.57","7.57","6.57","5.99","5.99","5.99","2025-03-10","2025-03-15","36","242185","1","Teal","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2421861","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_white_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_white_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_white_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_white_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_white_model_side.jpg","","size","White","https://cdnm.sanmar.com/swatch/gifs/AmAp_White.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_white_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_white_model_front.jpg","3XL","0.53","7.51","7.51","6.51","5.99","5.99","5.99","2025-03-10","2025-03-15","36","242186","1","White","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2478811","American Apparel Unisex CVC Tee 2001CVC","4.6-ounce  60/40 combed ring spun cotton/recycled polyester     CVC blend     Subtle heather appearance on all colors except Black and White     Classic width  rib collar     Taped neck and shoulders     Relaxed fit  side-seamed body     Recycled Tear Away label","2001CVC","Unisex Sizes: S-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001CVCTN.jpg","https://cdnm.sanmar.com/catalog/images/2001CVCsw.jpg","https://cdnm.sanmar.com/catalog/images/2001CVC.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001CVC_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2024/f4/2001CVC_heatherarmy_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2024/f4/2001CVC_heatherarmy_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2024/f8/2001CVC_heatherarmy_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2024/f8/2001CVC_heatherarmy_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2024/f8/2001CVC_heatherarmy_model_side.jpg","","size","Heather Army","https://cdnm.sanmar.com/swatch/gifs/2001CVC_HeatherArmy.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2024/f8/2001CVC_heatherarmy_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2024/f8/2001CVC_heatherarmy_model_front.jpg","S","0.37","4.89","4.89","3.89",3.89,3.89,3.89,"","","36","247881","1","HthrArmy","A/P","New","","American Apparel","Unisex  CVC  2001  Fashion  Relaxed fit","T-Shirts ",
"2478821","American Apparel Unisex CVC Tee 2001CVC","4.6-ounce  60/40 combed ring spun cotton/recycled polyester     CVC blend     Subtle heather appearance on all colors except Black and White     Classic width  rib collar     Taped neck and shoulders     Relaxed fit  side-seamed body     Recycled Tear Away label","2001CVC","Unisex Sizes: S-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001CVCTN.jpg","https://cdnm.sanmar.com/catalog/images/2001CVCsw.jpg","https://cdnm.sanmar.com/catalog/images/2001CVC.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001CVC_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2024/f4/2001CVC_heatherblush_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2024/f4/2001CVC_heatherblush_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2024/f8/2001CVC_heatherblush_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2024/f8/2001CVC_heatherblush_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2024/f8/2001CVC_heatherblush_model_side.jpg","","size","Heather Blush","https://cdnm.sanmar.com/swatch/gifs/2001CVC_HeatherBlush.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2024/f8/2001CVC_heatherblush_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2024/f8/2001CVC_heatherblush_model_front.jpg","S","0.37","4.89","4.89","3.89",3.89,3.89,3.89,"","","36","247882","1","HthrBlush","A/P","New","","American Apparel","Unisex  CVC  2001  Fashion  Relaxed fit","T-Shirts ",
"2478831","American Apparel Unisex CVC Tee 2001CVC","4.6-ounce  60/40 combed ring spun cotton/recycled polyester     CVC blend     Subtle heather appearance on all colors except Black and White     Classic width  rib collar     Taped neck and shoulders     Relaxed fit  side-seamed body     Recycled Tear Away label","2001CVC","Unisex Sizes: S-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001CVCTN.jpg","https://cdnm.sanmar.com/catalog/images/2001CVCsw.jpg","https://cdnm.sanmar.com/catalog/images/2001CVC.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001CVC_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2024/f4/2001CVC_heatherbone_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2024/f4/2001CVC_heatherbone_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2024/f8/2001CVC_heatherbone_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2024/f8/2001CVC_heatherbone_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2024/f8/2001CVC_heatherbone_model_side.jpg","","size","Heather Bone","https://cdnm.sanmar.com/swatch/gifs/2001CVC_HeatherBone.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2024/f8/2001CVC_heatherbone_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2024/f8/2001CVC_heatherbone_model_front.jpg","S","0.37","4.89","4.89","3.89",3.89,3.89,3.89,"","","36","247883","1","HthrBone","A/P","New","","American Apparel","Unisex  CVC  2001  Fashion  Relaxed fit","T-Shirts ",
